#Turn number = 2, Time = 1.17986180e+02 [ns]
 2.15673054e+00 1.68951183e-02 -1.52651733e+00 4.05495349e-01 8.02526321e-04 9.65052498e-05
#Turn number = 3, Time = 2.36446199e+02 [ns]
 2.18658238e+00 1.60445752e-02 -1.41133365e+00 4.12177869e-01 5.06067133e-04 1.44581287e-04
#Turn number = 4, Time = 3.54906219e+02 [ns]
 2.21766467e+00 1.43398332e-02 -1.20335233e+00 4.18888510e-01 2.27155434e-04 1.66972197e-04
#Turn number = 5, Time = 4.73366239e+02 [ns]
 2.24901893e+00 1.33716664e-02 -1.08003968e+00 4.25569976e-01 -7.22434463e-05 1.73357718e-04
#Turn number = 6, Time = 5.91826259e+02 [ns]
 2.27941621e+00 1.24888620e-02 -9.90951865e-01 4.32246805e-01 -4.06365946e-04 1.63178596e-04
#Turn number = 7, Time = 7.10286278e+02 [ns]
 2.31008731e+00 1.16591282e-02 -8.77044240e-01 4.38916374e-01 -7.01850107e-04 1.32584534e-04
#Turn number = 8, Time = 8.28746298e+02 [ns]
 2.33886840e+00 1.11534001e-02 -8.06247483e-01 4.45572168e-01 -8.91268006e-04 8.50450101e-05
#Turn number = 9, Time = 9.47206318e+02 [ns]
 2.36578202e+00 1.04206097e-02 -6.96289031e-01 4.52224522e-01 -9.58890268e-04 2.32448686e-05
#Turn number = 10, Time = 1.06566634e+03 [ns]
 2.39342053e+00 9.75584026e-03 -5.60777292e-01 4.58863878e-01 -8.76795581e-04 -4.49898682e-05
#Turn number = 11, Time = 1.18412636e+03 [ns]
 2.42137834e+00 9.55293284e-03 -4.47945783e-01 4.65482138e-01 -6.45406138e-04 -1.08748452e-04
