# x [m]            px [betax gamma] y [m]            py [betay gamma] t [s]            pz [betaz gamma] Bin Number       
 -2.036394824e-04  1.417253104e-03  5.385840082e-04 -3.794257809e-04 -6.545776095e-13  8.792233432e-06                1
  1.784997055e-04  1.412907253e-03 -2.152875090e-04  3.140667678e-04 -1.981203125e-12  2.402139602e-04                1
  1.249491671e-04  1.455720625e-03 -5.767115999e-04  1.738450575e-04 -2.143407554e-12  5.747125189e-05                1
  4.019768127e-04 -1.162458868e-03  3.835135022e-04  6.630652991e-04 -2.817675679e-12  6.013995144e-04                1
 -3.374893890e-04  6.345036410e-04 -7.958004903e-05 -1.202116878e-03 -2.850617144e-12  5.522388330e-04                1
  9.861319559e-07 -1.337771217e-03  4.862693818e-04  8.367367158e-05 -3.251581482e-12  5.966694841e-04                1
  4.603692074e-05  7.474814662e-04  1.542432894e-04 -4.057278954e-04 -4.010001539e-12  1.195534993e-03                1
 -3.468903531e-04  1.462644888e-03  2.608103869e-04 -6.387784172e-05 -4.425879242e-12  9.611004041e-05                1
 -6.925553810e-04  1.340086396e-04  8.690672123e-05  4.485377160e-04 -4.311897034e-12  1.390504652e-03                1
  3.343534773e-04 -1.366598080e-03 -1.821524142e-04 -5.177754700e-04 -4.379921104e-12  1.302529784e-04                1
 -9.416054806e-05  1.399337004e-03 -2.737814850e-04  2.873254029e-04 -4.451202495e-12  3.345857866e-04                1
 -1.352850173e-04 -9.504587707e-04  5.218696998e-04  6.765778950e-04 -4.282372003e-12  8.896730095e-04                1
  5.289879675e-04  9.531221232e-04  8.439288544e-05  9.543058659e-04 -4.741555225e-12  5.774998869e-04                2
  3.512573820e-04 -7.064842504e-04  5.631619692e-04 -9.935178045e-04 -4.843307725e-12  8.163638666e-04                2
  7.190117142e-04 -1.458268698e-03  3.201301710e-05 -1.284193394e-04 -4.756127569e-12  9.802276906e-05                2
 -6.484550735e-04 -7.263060728e-04  3.214730413e-04 -3.706392875e-04 -5.229662729e-12  1.219735051e-03                2
  1.959777216e-05 -4.115387300e-04  3.616259949e-04  2.591536261e-04 -5.240065175e-12  1.384240896e-03                2
 -4.888954618e-04 -4.273524189e-04 -3.876658754e-04  1.357530545e-03 -5.029684436e-12  3.565505794e-04                2
 -5.596907681e-04 -1.776498628e-05  4.127085472e-04  1.451123440e-03 -5.091821463e-12  2.158072132e-04                2
 -5.821046757e-04 -3.652145339e-04 -1.720234249e-04 -5.586596683e-04 -5.056753788e-12  1.306585361e-03                2
  2.131910131e-04 -1.018666310e-03  5.703110687e-04  7.296872017e-04 -4.904796495e-12  7.632320250e-04                2
  2.951059558e-04  3.289736904e-04  2.677537092e-04  9.089764394e-04 -5.103446171e-12  1.103714515e-03                2
 -1.985050124e-04 -1.261291650e-03 -5.627112641e-04 -1.766113453e-04 -5.160187033e-12  7.284225369e-04                2
  3.790503965e-04 -3.987075165e-04  1.205337604e-04 -1.353816110e-03 -4.960795100e-12  4.010758584e-04                2
 -3.708307156e-04  4.260571458e-04 -5.131030785e-04  8.834600108e-04 -5.324217874e-12  1.091155949e-03                2
 -4.859980303e-04 -7.420131861e-04 -3.213857679e-04  1.235416898e-03 -5.642378039e-12  2.753345354e-04                2
 -3.729160829e-05 -1.288665388e-03 -2.658600361e-04  5.548872395e-04 -5.618712698e-12  4.290562391e-04                2
  2.680585999e-05  9.288118748e-04  4.144181310e-04 -1.637698663e-04 -5.600786924e-12  1.123893019e-03                2
 -7.809089008e-05 -1.125203262e-03 -5.509808332e-04 -5.764646216e-04 -5.477268188e-12  7.444822005e-04                2
 -5.398712220e-04 -6.270743754e-04  2.565687778e-05  1.129063744e-03 -5.487449189e-12  6.961611710e-04                2
  5.885035882e-05  8.475600952e-04 -3.545023684e-04  9.396016149e-04 -5.386123673e-12  7.425889017e-04                2
  1.025273725e-04 -1.393520298e-03 -5.566881378e-04  1.900040445e-04 -5.429378807e-12  4.179081596e-04                2
 -4.150661349e-05 -1.051228388e-04 -5.292994174e-04 -1.241782669e-03 -5.652868161e-12  7.743207203e-04                2
  6.884166200e-04 -3.034251523e-04 -3.059444774e-05  1.434604344e-03 -5.667818830e-12  4.991131813e-05                2
 -3.977222202e-04  6.107622679e-04  2.392670709e-04 -1.306803249e-03 -5.990595682e-12  2.681087594e-04                2
  9.572236589e-05  2.027785484e-04  6.296614814e-04  1.226203497e-03 -6.017068405e-12  7.797136858e-04                2
  3.257209427e-04  4.608094283e-04 -3.110299597e-04  6.222331465e-04 -5.858113029e-12  1.246245629e-03                2
  6.998834324e-04 -1.037363458e-03  1.917498442e-04 -9.372367424e-04 -5.960383836e-12  4.450976642e-04                2
