#  r [mm]      beta_r*gamma       theta [mm]      beta_theta*gamma        z [mm]          beta_z*gamma
#  r [mm]      beta_r*gamma       theta [mm]      beta_theta*gamma        z [mm]          beta_z*gamma
#Turn number = 1, Time = 1.46890424e+01 [ns]
 2.13272526e+00 3.97275247e-03 4.46656524e+01 4.00893305e-01 7.63697946e-04 -1.05369780e-04
#Turn number = 2, Time = 1.33149062e+02 [ns]
 2.16221999e+00 5.44263032e-03 4.45716205e+01 4.07527157e-01 9.70703100e-04 -2.17248216e-05
#Turn number = 3, Time = 2.51609082e+02 [ns]
 2.19279761e+00 4.29497166e-03 4.46851188e+01 4.14191805e-01 9.30489680e-04 4.17722700e-05
#Turn number = 4, Time = 3.70069102e+02 [ns]
 2.22495014e+00 2.67488943e-03 4.48604170e+01 4.20857905e-01 8.08389975e-04 8.99200693e-05
#Turn number = 5, Time = 4.88529121e+02 [ns]
 2.25599693e+00 1.60362945e-03 4.49543808e+01 4.27516958e-01 6.06461094e-04 1.29576977e-04
#Turn number = 6, Time = 6.06989141e+02 [ns]
 2.28504653e+00 6.10209974e-04 4.50406647e+01 4.34172018e-01 3.01793868e-04 1.60716639e-04
#Turn number = 7, Time = 7.25449161e+02 [ns]
 2.31482647e+00 -2.66959232e-04 4.51373458e+01 4.40821550e-01 -6.07809517e-05 1.74500690e-04
#Turn number = 8, Time = 8.43909181e+02 [ns]
 2.34228127e+00 -9.62793926e-04 4.52279980e+01 4.47464055e-01 -4.04848142e-04 1.65826394e-04
#Turn number = 9, Time = 9.62369200e+02 [ns]
 2.36943619e+00 -1.92224287e-03 4.53740537e+01 4.54095639e-01 -7.03758813e-04 1.33546810e-04
#Turn number = 10, Time = 1.08082922e+03 [ns]
 2.39832425e+00 -2.60228275e-03 4.55165504e+01 4.60717961e-01 -9.00092969e-04 8.00254819e-05
